Nodes,Repetition,System Time,Object at Room,Starting At Node,Shortest Distance,Worst Distance,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (OptimalExpected),Traveled Distance (OptimalExpected),Rooms Explored (WorstExpected),Traveled Distance (WorstExpected),Rooms Explored (MostProbable),Traveled Distance (MostProbable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (MCTS-UCT),Traveled Distance (MCTS-UCT),Rooms Explored (ExpectedDistanceFixed),Traveled Distance (ExpectedDistanceFixed),Rooms Explored (ExpectedDistanceMurrieta),Traveled Distance (ExpectedDistanceMurrieta),Rooms Explored (ExpectedDistanceSimple),Traveled Distance (ExpectedDistanceSimple)
3,30,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,31,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,32,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,33,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,34,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,35,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,36,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,37,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,38,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,39,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,40,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,41,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,42,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,43,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,44,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,45,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,46,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,47,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,48,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,49,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,50,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,51,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,52,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,53,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,54,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,55,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,56,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,57,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,58,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,59,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,60,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,61,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,62,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,63,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,64,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,65,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,66,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,67,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,68,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,69,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,70,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,71,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,72,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,73,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,74,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,75,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,76,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,77,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,78,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,79,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,80,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,81,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,82,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,83,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,84,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,85,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,86,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,87,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,88,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,89,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,90,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,91,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,92,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,93,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,94,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,95,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,96,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,97,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,98,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,99,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,100,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,101,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,102,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,103,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,104,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,105,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,106,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,107,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,108,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,109,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,110,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,111,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,112,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,113,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,114,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,115,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,116,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,117,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,118,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,119,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,120,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,121,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,122,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,123,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,124,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,125,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,126,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,127,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,128,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,129,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,130,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,131,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,132,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,133,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,134,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,135,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,136,1417650655,0,0,272.421,299.392,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697,1,457.697
3,137,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,138,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,139,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,140,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
3,141,1417650655,1,0,272.421,299.392,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035,3,1647.76,2,866.035,3,1647.76,3,1647.76,2,866.035
3,142,1417650655,2,0,272.421,299.392,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79,2,1250.63,3,1620.79,2,1250.63,2,1250.63,3,1620.79
