Nodes,Repetition,System Time,Object at Room,Starting At Node,Shortest Distance,Worst Distance,Rooms Explored (Optimal),Traveled Distance (Optimal),Rooms Explored (Worst),Traveled Distance (Worst),Rooms Explored (OptimalExpected),Traveled Distance (OptimalExpected),Rooms Explored (WorstExpected),Traveled Distance (WorstExpected),Rooms Explored (MostProbable),Traveled Distance (MostProbable),Rooms Explored (Closest),Traveled Distance (Closest),Rooms Explored (Random),Traveled Distance (Random),Rooms Explored (MCTS-UCT),Traveled Distance (MCTS-UCT),Rooms Explored (ExpectedDistanceFixed),Traveled Distance (ExpectedDistanceFixed),Rooms Explored (ExpectedDistanceMurrieta),Traveled Distance (ExpectedDistanceMurrieta),Rooms Explored (ExpectedDistanceSimple),Traveled Distance (ExpectedDistanceSimple)
3,30,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,31,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,32,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,33,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,34,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,35,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,36,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,37,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,38,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,39,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,40,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,41,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,42,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,43,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,44,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,45,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,46,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,47,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,48,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,49,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,50,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,51,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,52,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,53,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,54,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,55,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,56,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,57,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,58,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,59,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,60,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,61,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,62,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,63,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,64,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,65,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,66,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,67,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,68,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,69,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,70,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,71,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,72,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,73,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,74,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,75,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,76,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,77,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,78,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,79,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,80,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,81,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,82,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,83,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,84,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,85,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,86,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,87,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,88,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,89,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,90,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,91,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,92,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,93,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,94,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,95,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,96,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,97,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,98,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,99,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,100,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,101,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,102,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,103,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,104,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,105,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,106,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,107,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,108,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,109,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,110,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,111,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,112,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,113,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,114,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,115,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,116,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,117,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,118,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,119,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,120,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,121,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,122,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,123,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,124,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,125,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,126,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,127,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,128,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,129,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,130,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,131,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,132,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,133,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,134,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,135,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
3,136,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,137,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,138,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,139,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,140,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,141,1417632054,1,0,384.468,386.953,2,956.144,3,1790.08,2,956.144,3,1790.08,2,956.144,2,956.144,3,1790.08,2,956.144,2,956.144,2,956.144,2,956.144
3,142,1417632054,2,0,384.468,386.953,3,1787.6,2,1164.7,3,1787.6,2,1164.7,3,1787.6,3,1787.6,2,1164.7,3,1787.6,3,1787.6,3,1787.6,3,1787.6
3,143,1417632054,0,0,384.468,386.953,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147,1,457.147
